quadkey,avg_d_kbps,avg_u_kbps,avg_lat_ms,tests,devices,geometry,index_right,id,fid
1322320220323223,184790,47331,4,9,3,"POLYGON ((101.475219726562 3.16794031440275, 101.480712890625 3.16794031440275, 101.480712890625 3.16245553023785, 101.475219726562 3.16245553023785, 101.475219726562 3.16794031440275))",0,br730dc4071.1,0
1322320220323312,248952,238680,5,13,9,"POLYGON ((101.502685546875 3.1789097955033, 101.508178710938 3.1789097955033, 101.508178710938 3.17342506950794, 101.502685546875 3.17342506950794, 101.502685546875 3.1789097955033))",0,br730dc4071.1,0
1322320220323313,125344,107256,6,144,54,"POLYGON ((101.508178710938 3.1789097955033, 101.513671875 3.1789097955033, 101.513671875 3.17342506950794, 101.508178710938 3.17342506950794, 101.508178710938 3.1789097955033))",0,br730dc4071.1,0
1322320220323321,335249,277432,4,147,27,"POLYGON ((101.497192382812 3.17342506950794, 101.502685546875 3.17342506950794, 101.502685546875 3.16794031440275, 101.497192382812 3.16794031440275, 101.497192382812 3.17342506950794))",0,br730dc4071.1,0
1322320220323323,259281,252764,6,8,5,"POLYGON ((101.497192382812 3.16794031440275, 101.502685546875 3.16794031440275, 101.502685546875 3.16245553023785, 101.497192382812 3.16245553023785, 101.497192382812 3.16794031440275))",0,br730dc4071.1,0
1322320220323330,261359,228420,4,220,52,"POLYGON ((101.502685546875 3.17342506950794, 101.508178710938 3.17342506950794, 101.508178710938 3.16794031440275, 101.502685546875 3.16794031440275, 101.502685546875 3.17342506950794))",0,br730dc4071.1,0
1322320220323331,129040,57478,6,90,36,"POLYGON ((101.508178710938 3.17342506950794, 101.513671875 3.17342506950794, 101.513671875 3.16794031440275, 101.508178710938 3.16794031440275, 101.508178710938 3.17342506950794))",0,br730dc4071.1,0
1322320220323332,162495,71743,6,402,74,"POLYGON ((101.502685546875 3.16794031440275, 101.508178710938 3.16794031440275, 101.508178710938 3.16245553023785, 101.502685546875 3.16245553023785, 101.502685546875 3.16794031440275))",0,br730dc4071.1,0
1322320220323333,169789,71636,9,180,79,"POLYGON ((101.508178710938 3.16794031440275, 101.513671875 3.16794031440275, 101.513671875 3.16245553023785, 101.508178710938 3.16245553023785, 101.508178710938 3.16794031440275))",0,br730dc4071.1,0
1322320220330001,135475,53438,7,414,109,"POLYGON ((101.519165039062 3.25020856165317, 101.524658203125 3.25020856165317, 101.524658203125 3.24472421864457, 101.519165039062 3.24472421864457, 101.519165039062 3.25020856165317))",0,br730dc4071.1,0
1322320220330010,167222,53704,7,13,8,"POLYGON ((101.524658203125 3.25020856165317, 101.530151367188 3.25020856165317, 101.530151367188 3.24472421864457, 101.524658203125 3.24472421864457, 101.524658203125 3.25020856165317))",0,br730dc4071.1,0
1322320220330011,46903,28385,6,10,4,"POLYGON ((101.530151367188 3.25020856165317, 101.53564453125 3.25020856165317, 101.53564453125 3.24472421864457, 101.530151367188 3.24472421864457, 101.530151367188 3.25020856165317))",0,br730dc4071.1,0
1322320220330012,64796,41456,4,5,2,"POLYGON ((101.524658203125 3.24472421864457, 101.530151367188 3.24472421864457, 101.530151367188 3.23923984587489, 101.524658203125 3.23923984587489, 101.524658203125 3.24472421864457))",0,br730dc4071.1,0
1322320220330013,150731,47301,5,116,20,"POLYGON ((101.530151367188 3.24472421864457, 101.53564453125 3.24472421864457, 101.53564453125 3.23923984587489, 101.530151367188 3.23923984587489, 101.530151367188 3.24472421864457))",0,br730dc4071.1,0
1322320220330030,71765,32811,7,8,4,"POLYGON ((101.524658203125 3.23923984587489, 101.530151367188 3.23923984587489, 101.530151367188 3.23375544339421, 101.524658203125 3.23375544339421, 101.524658203125 3.23923984587489))",0,br730dc4071.1,0
1322320220330031,54283,27602,10,27,12,"POLYGON ((101.530151367188 3.23923984587489, 101.53564453125 3.23923984587489, 101.53564453125 3.23375544339421, 101.530151367188 3.23375544339421, 101.530151367188 3.23923984587489))",0,br730dc4071.1,0
1322320220330032,122545,37126,5,36,7,"POLYGON ((101.524658203125 3.23375544339421, 101.530151367188 3.23375544339421, 101.530151367188 3.22827101125263, 101.524658203125 3.22827101125263, 101.524658203125 3.23375544339421))",0,br730dc4071.1,0
1322320220330033,68692,35485,5,28,17,"POLYGON ((101.530151367188 3.23375544339421, 101.53564453125 3.23375544339421, 101.53564453125 3.22827101125263, 101.530151367188 3.22827101125263, 101.530151367188 3.23375544339421))",0,br730dc4071.1,0
1322320220330100,138942,30202,4,17,8,"POLYGON ((101.53564453125 3.25020856165317, 101.541137695312 3.25020856165317, 101.541137695312 3.24472421864457, 101.53564453125 3.24472421864457, 101.53564453125 3.25020856165317))",0,br730dc4071.1,0
1322320220330101,74809,31958,4,16,5,"POLYGON ((101.541137695312 3.25020856165317, 101.546630859375 3.25020856165317, 101.546630859375 3.24472421864457, 101.541137695312 3.24472421864457, 101.541137695312 3.25020856165317))",0,br730dc4071.1,0
1322320220330102,44162,35097,5,11,8,"POLYGON ((101.53564453125 3.24472421864457, 101.541137695312 3.24472421864457, 101.541137695312 3.23923984587489, 101.53564453125 3.23923984587489, 101.53564453125 3.24472421864457))",0,br730dc4071.1,0
1322320220330103,58947,31936,8,189,16,"POLYGON ((101.541137695312 3.24472421864457, 101.546630859375 3.24472421864457, 101.546630859375 3.23923984587489, 101.541137695312 3.23923984587489, 101.541137695312 3.24472421864457))",0,br730dc4071.1,0
1322320220330110,131291,48332,6,36,12,"POLYGON ((101.546630859375 3.25020856165317, 101.552124023438 3.25020856165317, 101.552124023438 3.24472421864457, 101.546630859375 3.24472421864457, 101.546630859375 3.25020856165317))",0,br730dc4071.1,0
1322320220330111,162444,54922,5,227,43,"POLYGON ((101.552124023438 3.25020856165317, 101.5576171875 3.25020856165317, 101.5576171875 3.24472421864457, 101.552124023438 3.24472421864457, 101.552124023438 3.25020856165317))",0,br730dc4071.1,0
1322320220330112,77860,38828,8,9,6,"POLYGON ((101.546630859375 3.24472421864457, 101.552124023438 3.24472421864457, 101.552124023438 3.23923984587489, 101.546630859375 3.23923984587489, 101.546630859375 3.24472421864457))",0,br730dc4071.1,0
1322320220330113,130706,47940,6,181,41,"POLYGON ((101.552124023438 3.24472421864457, 101.5576171875 3.24472421864457, 101.5576171875 3.23923984587489, 101.552124023438 3.23923984587489, 101.552124023438 3.24472421864457))",0,br730dc4071.1,0
1322320220330120,104707,35674,5,49,18,"POLYGON ((101.53564453125 3.23923984587489, 101.541137695312 3.23923984587489, 101.541137695312 3.23375544339421, 101.53564453125 3.23375544339421, 101.53564453125 3.23923984587489))",0,br730dc4071.1,0
1322320220330121,120852,60398,5,27,16,"POLYGON ((101.541137695312 3.23923984587489, 101.546630859375 3.23923984587489, 101.546630859375 3.23375544339421, 101.541137695312 3.23375544339421, 101.541137695312 3.23923984587489))",0,br730dc4071.1,0
1322320220330122,91459,40205,5,26,16,"POLYGON ((101.53564453125 3.23375544339421, 101.541137695312 3.23375544339421, 101.541137695312 3.22827101125263, 101.53564453125 3.22827101125263, 101.53564453125 3.23375544339421))",0,br730dc4071.1,0
1322320220330123,68469,42939,10,6,3,"POLYGON ((101.541137695312 3.23375544339421, 101.546630859375 3.23375544339421, 101.546630859375 3.22827101125263, 101.541137695312 3.22827101125263, 101.541137695312 3.23375544339421))",0,br730dc4071.1,0
1322320220330130,114056,80840,6,7,6,"POLYGON ((101.546630859375 3.23923984587489, 101.552124023438 3.23923984587489, 101.552124023438 3.23375544339421, 101.546630859375 3.23375544339421, 101.546630859375 3.23923984587489))",0,br730dc4071.1,0
1322320220330131,137306,54378,6,128,29,"POLYGON ((101.552124023438 3.23923984587489, 101.5576171875 3.23923984587489, 101.5576171875 3.23375544339421, 101.552124023438 3.23375544339421, 101.552124023438 3.23923984587489))",0,br730dc4071.1,0
1322320220330132,184371,61183,5,31,14,"POLYGON ((101.546630859375 3.23375544339421, 101.552124023438 3.23375544339421, 101.552124023438 3.22827101125263, 101.546630859375 3.22827101125263, 101.546630859375 3.23375544339421))",0,br730dc4071.1,0
1322320220330133,141466,50956,6,303,79,"POLYGON ((101.552124023438 3.23375544339421, 101.5576171875 3.23375544339421, 101.5576171875 3.22827101125263, 101.552124023438 3.22827101125263, 101.552124023438 3.23375544339421))",0,br730dc4071.1,0
1322320220330202,87975,40984,12,8,3,"POLYGON ((101.513671875 3.22278654950025, 101.519165039062 3.22278654950025, 101.519165039062 3.21730205818713, 101.513671875 3.21730205818713, 101.513671875 3.22278654950025))",0,br730dc4071.1,0
1322320220330203,124283,45441,17,22,9,"POLYGON ((101.519165039062 3.22278654950025, 101.524658203125 3.22278654950025, 101.524658203125 3.21730205818713, 101.519165039062 3.21730205818713, 101.519165039062 3.22278654950025))",0,br730dc4071.1,0
1322320220330211,119307,39595,5,21,10,"POLYGON ((101.530151367188 3.22827101125263, 101.53564453125 3.22827101125263, 101.53564453125 3.22278654950025, 101.530151367188 3.22278654950025, 101.530151367188 3.22827101125263))",0,br730dc4071.1,0
1322320220330212,97777,40929,5,45,12,"POLYGON ((101.524658203125 3.22278654950025, 101.530151367188 3.22278654950025, 101.530151367188 3.21730205818713, 101.524658203125 3.21730205818713, 101.524658203125 3.22278654950025))",0,br730dc4071.1,0
1322320220330213,102624,38733,6,9,8,"POLYGON ((101.530151367188 3.22278654950025, 101.53564453125 3.22278654950025, 101.53564453125 3.21730205818713, 101.530151367188 3.21730205818713, 101.530151367188 3.22278654950025))",0,br730dc4071.1,0
1322320220330220,61239,38616,4,64,17,"POLYGON ((101.513671875 3.21730205818713, 101.519165039062 3.21730205818713, 101.519165039062 3.2118175373634, 101.513671875 3.2118175373634, 101.513671875 3.21730205818713))",0,br730dc4071.1,0
1322320220330221,162534,76588,11,195,36,"POLYGON ((101.519165039062 3.21730205818713, 101.524658203125 3.21730205818713, 101.524658203125 3.2118175373634, 101.519165039062 3.2118175373634, 101.519165039062 3.21730205818713))",0,br730dc4071.1,0
1322320220330222,108534,57080,9,42,19,"POLYGON ((101.513671875 3.2118175373634, 101.519165039062 3.2118175373634, 101.519165039062 3.20633298707913, 101.513671875 3.20633298707913, 101.513671875 3.2118175373634))",0,br730dc4071.1,0
1322320220330223,127101,46411,6,57,21,"POLYGON ((101.519165039062 3.2118175373634, 101.524658203125 3.2118175373634, 101.524658203125 3.20633298707913, 101.519165039062 3.20633298707913, 101.519165039062 3.2118175373634))",0,br730dc4071.1,0
1322320220330230,171859,45673,6,9,3,"POLYGON ((101.524658203125 3.21730205818713, 101.530151367188 3.21730205818713, 101.530151367188 3.2118175373634, 101.524658203125 3.2118175373634, 101.524658203125 3.21730205818713))",0,br730dc4071.1,0
1322320220330231,47265,27139,5,25,11,"POLYGON ((101.530151367188 3.21730205818713, 101.53564453125 3.21730205818713, 101.53564453125 3.2118175373634, 101.530151367188 3.2118175373634, 101.530151367188 3.21730205818713))",0,br730dc4071.1,0
1322320220330232,94222,50861,5,8,5,"POLYGON ((101.524658203125 3.2118175373634, 101.530151367188 3.2118175373634, 101.530151367188 3.20633298707913, 101.524658203125 3.20633298707913, 101.524658203125 3.2118175373634))",0,br730dc4071.1,0
1322320220330233,138229,37460,3,7,3,"POLYGON ((101.530151367188 3.2118175373634, 101.53564453125 3.2118175373634, 101.53564453125 3.20633298707913, 101.530151367188 3.20633298707913, 101.530151367188 3.2118175373634))",0,br730dc4071.1,0
1322320220330300,138353,53452,5,40,12,"POLYGON ((101.53564453125 3.22827101125263, 101.541137695312 3.22827101125263, 101.541137695312 3.22278654950025, 101.53564453125 3.22278654950025, 101.53564453125 3.22827101125263))",0,br730dc4071.1,0
1322320220330301,68223,40700,3,5,4,"POLYGON ((101.541137695312 3.22827101125263, 101.546630859375 3.22827101125263, 101.546630859375 3.22278654950025, 101.541137695312 3.22278654950025, 101.541137695312 3.22827101125263))",0,br730dc4071.1,0
1322320220330302,73392,46197,5,8,5,"POLYGON ((101.53564453125 3.22278654950025, 101.541137695312 3.22278654950025, 101.541137695312 3.21730205818713, 101.53564453125 3.21730205818713, 101.53564453125 3.22278654950025))",0,br730dc4071.1,0
1322320220330303,163980,46798,5,31,18,"POLYGON ((101.541137695312 3.22278654950025, 101.546630859375 3.22278654950025, 101.546630859375 3.21730205818713, 101.541137695312 3.21730205818713, 101.541137695312 3.22278654950025))",0,br730dc4071.1,0
1322320220330310,139998,44246,6,41,11,"POLYGON ((101.546630859375 3.22827101125263, 101.552124023438 3.22827101125263, 101.552124023438 3.22278654950025, 101.546630859375 3.22278654950025, 101.546630859375 3.22827101125263))",0,br730dc4071.1,0
1322320220330311,112524,46053,7,92,31,"POLYGON ((101.552124023438 3.22827101125263, 101.5576171875 3.22827101125263, 101.5576171875 3.22278654950025, 101.552124023438 3.22278654950025, 101.552124023438 3.22827101125263))",0,br730dc4071.1,0
1322320220330312,16835,10373,4,1,1,"POLYGON ((101.546630859375 3.22278654950025, 101.552124023438 3.22278654950025, 101.552124023438 3.21730205818713, 101.546630859375 3.21730205818713, 101.546630859375 3.22278654950025))",0,br730dc4071.1,0
1322320220330313,122995,68599,6,232,63,"POLYGON ((101.552124023438 3.22278654950025, 101.5576171875 3.22278654950025, 101.5576171875 3.21730205818713, 101.552124023438 3.21730205818713, 101.552124023438 3.22278654950025))",0,br730dc4071.1,0
1322320220330320,91480,54604,4,32,10,"POLYGON ((101.53564453125 3.21730205818713, 101.541137695312 3.21730205818713, 101.541137695312 3.2118175373634, 101.53564453125 3.2118175373634, 101.53564453125 3.21730205818713))",0,br730dc4071.1,0
1322320220330321,60509,29955,5,3,2,"POLYGON ((101.541137695312 3.21730205818713, 101.546630859375 3.21730205818713, 101.546630859375 3.2118175373634, 101.541137695312 3.2118175373634, 101.541137695312 3.21730205818713))",0,br730dc4071.1,0
1322320220330322,165298,54575,5,33,16,"POLYGON ((101.53564453125 3.2118175373634, 101.541137695312 3.2118175373634, 101.541137695312 3.20633298707913, 101.53564453125 3.20633298707913, 101.53564453125 3.2118175373634))",0,br730dc4071.1,0
1322320220330323,54554,34593,4,13,6,"POLYGON ((101.541137695312 3.2118175373634, 101.546630859375 3.2118175373634, 101.546630859375 3.20633298707913, 101.541137695312 3.20633298707913, 101.541137695312 3.2118175373634))",0,br730dc4071.1,0
1322320220330331,171292,59573,7,43,14,"POLYGON ((101.552124023438 3.21730205818713, 101.5576171875 3.21730205818713, 101.5576171875 3.2118175373634, 101.552124023438 3.2118175373634, 101.552124023438 3.21730205818713))",0,br730dc4071.1,0
1322320220330333,129009,65074,7,125,47,"POLYGON ((101.552124023438 3.2118175373634, 101.5576171875 3.2118175373634, 101.5576171875 3.20633298707913, 101.552124023438 3.20633298707913, 101.552124023438 3.2118175373634))",0,br730dc4071.1,0
1322320220331000,157568,60836,6,132,44,"POLYGON ((101.5576171875 3.25020856165317, 101.563110351562 3.25020856165317, 101.563110351562 3.24472421864457, 101.5576171875 3.24472421864457, 101.5576171875 3.25020856165317))",0,br730dc4071.1,0
1322320220331001,138738,49599,5,76,30,"POLYGON ((101.563110351562 3.25020856165317, 101.568603515625 3.25020856165317, 101.568603515625 3.24472421864457, 101.563110351562 3.24472421864457, 101.563110351562 3.25020856165317))",0,br730dc4071.1,0
1322320220331002,111802,55222,6,55,21,"POLYGON ((101.5576171875 3.24472421864457, 101.563110351562 3.24472421864457, 101.563110351562 3.23923984587489, 101.5576171875 3.23923984587489, 101.5576171875 3.24472421864457))",0,br730dc4071.1,0
1322320220331003,101211,50425,5,32,15,"POLYGON ((101.563110351562 3.24472421864457, 101.568603515625 3.24472421864457, 101.568603515625 3.23923984587489, 101.563110351562 3.23923984587489, 101.563110351562 3.24472421864457))",0,br730dc4071.1,0
1322320220331010,116259,51778,5,78,28,"POLYGON ((101.568603515625 3.25020856165317, 101.574096679688 3.25020856165317, 101.574096679688 3.24472421864457, 101.568603515625 3.24472421864457, 101.568603515625 3.25020856165317))",0,br730dc4071.1,0
1322320220331020,99067,61532,7,13,8,"POLYGON ((101.5576171875 3.23923984587489, 101.563110351562 3.23923984587489, 101.563110351562 3.23375544339421, 101.5576171875 3.23375544339421, 101.5576171875 3.23923984587489))",0,br730dc4071.1,0
1322320220331021,118754,61035,9,9,8,"POLYGON ((101.563110351562 3.23923984587489, 101.568603515625 3.23923984587489, 101.568603515625 3.23375544339421, 101.563110351562 3.23375544339421, 101.563110351562 3.23923984587489))",0,br730dc4071.1,0
1322320220331022,118998,49146,6,103,32,"POLYGON ((101.5576171875 3.23375544339421, 101.563110351562 3.23375544339421, 101.563110351562 3.22827101125263, 101.5576171875 3.22827101125263, 101.5576171875 3.23375544339421))",0,br730dc4071.1,0
1322320220331023,97662,35193,15,11,7,"POLYGON ((101.563110351562 3.23375544339421, 101.568603515625 3.23375544339421, 101.568603515625 3.22827101125263, 101.563110351562 3.22827101125263, 101.563110351562 3.23375544339421))",0,br730dc4071.1,0
1322320220331032,109179,81462,5,6,5,"POLYGON ((101.568603515625 3.23375544339421, 101.574096679688 3.23375544339421, 101.574096679688 3.22827101125263, 101.568603515625 3.22827101125263, 101.568603515625 3.23375544339421))",0,br730dc4071.1,0
1322320220331033,97288,43226,6,24,14,"POLYGON ((101.574096679688 3.23375544339421, 101.57958984375 3.23375544339421, 101.57958984375 3.22827101125263, 101.574096679688 3.22827101125263, 101.574096679688 3.23375544339421))",0,br730dc4071.1,0
1322320220331122,133527,49060,12,87,25,"POLYGON ((101.57958984375 3.23375544339421, 101.585083007812 3.23375544339421, 101.585083007812 3.22827101125263, 101.57958984375 3.22827101125263, 101.57958984375 3.23375544339421))",0,br730dc4071.1,0
1322320220331200,153450,70148,6,89,38,"POLYGON ((101.5576171875 3.22827101125263, 101.563110351562 3.22827101125263, 101.563110351562 3.22278654950025, 101.5576171875 3.22278654950025, 101.5576171875 3.22827101125263))",0,br730dc4071.1,0
1322320220331201,142987,54027,7,45,20,"POLYGON ((101.563110351562 3.22827101125263, 101.568603515625 3.22827101125263, 101.568603515625 3.22278654950025, 101.563110351562 3.22278654950025, 101.563110351562 3.22827101125263))",0,br730dc4071.1,0
1322320220331202,136422,53576,7,175,66,"POLYGON ((101.5576171875 3.22278654950025, 101.563110351562 3.22278654950025, 101.563110351562 3.21730205818713, 101.5576171875 3.21730205818713, 101.5576171875 3.22278654950025))",0,br730dc4071.1,0
1322320220331203,139994,79050,5,67,27,"POLYGON ((101.563110351562 3.22278654950025, 101.568603515625 3.22278654950025, 101.568603515625 3.21730205818713, 101.563110351562 3.21730205818713, 101.563110351562 3.22278654950025))",0,br730dc4071.1,0
1322320220331210,152781,63660,5,85,30,"POLYGON ((101.568603515625 3.22827101125263, 101.574096679688 3.22827101125263, 101.574096679688 3.22278654950025, 101.568603515625 3.22278654950025, 101.568603515625 3.22827101125263))",0,br730dc4071.1,0
1322320220331211,90398,44191,6,13,8,"POLYGON ((101.574096679688 3.22827101125263, 101.57958984375 3.22827101125263, 101.57958984375 3.22278654950025, 101.574096679688 3.22278654950025, 101.574096679688 3.22827101125263))",0,br730dc4071.1,0
1322320220331212,128500,50362,5,26,17,"POLYGON ((101.568603515625 3.22278654950025, 101.574096679688 3.22278654950025, 101.574096679688 3.21730205818713, 101.568603515625 3.21730205818713, 101.568603515625 3.22278654950025))",0,br730dc4071.1,0
1322320220331213,179562,65872,12,12,8,"POLYGON ((101.574096679688 3.22278654950025, 101.57958984375 3.22278654950025, 101.57958984375 3.21730205818713, 101.574096679688 3.21730205818713, 101.574096679688 3.22278654950025))",0,br730dc4071.1,0
1322320220331220,136036,60674,7,105,49,"POLYGON ((101.5576171875 3.21730205818713, 101.563110351562 3.21730205818713, 101.563110351562 3.2118175373634, 101.5576171875 3.2118175373634, 101.5576171875 3.21730205818713))",0,br730dc4071.1,0
1322320220331221,129622,58133,8,122,46,"POLYGON ((101.563110351562 3.21730205818713, 101.568603515625 3.21730205818713, 101.568603515625 3.2118175373634, 101.563110351562 3.2118175373634, 101.563110351562 3.21730205818713))",0,br730dc4071.1,0
1322320220331222,135537,75719,7,78,49,"POLYGON ((101.5576171875 3.2118175373634, 101.563110351562 3.2118175373634, 101.563110351562 3.20633298707913, 101.5576171875 3.20633298707913, 101.5576171875 3.2118175373634))",0,br730dc4071.1,0
1322320220331223,129439,55278,7,48,27,"POLYGON ((101.563110351562 3.2118175373634, 101.568603515625 3.2118175373634, 101.568603515625 3.20633298707913, 101.563110351562 3.20633298707913, 101.563110351562 3.2118175373634))",0,br730dc4071.1,0
1322320220331230,73165,47884,26,9,3,"POLYGON ((101.568603515625 3.21730205818713, 101.574096679688 3.21730205818713, 101.574096679688 3.2118175373634, 101.568603515625 3.2118175373634, 101.568603515625 3.21730205818713))",0,br730dc4071.1,0
1322320220331231,135501,85560,8,58,23,"POLYGON ((101.574096679688 3.21730205818713, 101.57958984375 3.21730205818713, 101.57958984375 3.2118175373634, 101.574096679688 3.2118175373634, 101.574096679688 3.21730205818713))",0,br730dc4071.1,0
1322320220331232,120230,62989,7,145,72,"POLYGON ((101.568603515625 3.2118175373634, 101.574096679688 3.2118175373634, 101.574096679688 3.20633298707913, 101.568603515625 3.20633298707913, 101.568603515625 3.2118175373634))",0,br730dc4071.1,0
1322320220331233,134294,69618,6,28,22,"POLYGON ((101.574096679688 3.2118175373634, 101.57958984375 3.2118175373634, 101.57958984375 3.20633298707913, 101.574096679688 3.20633298707913, 101.574096679688 3.2118175373634))",0,br730dc4071.1,0
1322320220331300,171725,88518,6,8,5,"POLYGON ((101.57958984375 3.22827101125263, 101.585083007812 3.22827101125263, 101.585083007812 3.22278654950025, 101.57958984375 3.22278654950025, 101.57958984375 3.22827101125263))",0,br730dc4071.1,0
1322320220331302,154267,94991,7,8,5,"POLYGON ((101.57958984375 3.22278654950025, 101.585083007812 3.22278654950025, 101.585083007812 3.21730205818713, 101.57958984375 3.21730205818713, 101.57958984375 3.22278654950025))",0,br730dc4071.1,0
1322320220331303,60958,28786,14,17,11,"POLYGON ((101.585083007812 3.22278654950025, 101.590576171875 3.22278654950025, 101.590576171875 3.21730205818713, 101.585083007812 3.21730205818713, 101.585083007812 3.22278654950025))",0,br730dc4071.1,0
1322320220331310,22568,9984,59,2,1,"POLYGON ((101.590576171875 3.22827101125263, 101.596069335938 3.22827101125263, 101.596069335938 3.22278654950025, 101.590576171875 3.22278654950025, 101.590576171875 3.22827101125263))",0,br730dc4071.1,0
1322320220331312,28635,15895,27,8,7,"POLYGON ((101.590576171875 3.22278654950025, 101.596069335938 3.22278654950025, 101.596069335938 3.21730205818713, 101.590576171875 3.21730205818713, 101.590576171875 3.22278654950025))",0,br730dc4071.1,0
1322320220331313,28762,12881,27,43,18,"POLYGON ((101.596069335938 3.22278654950025, 101.6015625 3.22278654950025, 101.6015625 3.21730205818713, 101.596069335938 3.21730205818713, 101.596069335938 3.22278654950025))",0,br730dc4071.1,0
1322320220331320,173723,58365,6,154,54,"POLYGON ((101.57958984375 3.21730205818713, 101.585083007812 3.21730205818713, 101.585083007812 3.2118175373634, 101.57958984375 3.2118175373634, 101.57958984375 3.21730205818713))",0,br730dc4071.1,0
1322320220331321,177042,80312,7,174,46,"POLYGON ((101.585083007812 3.21730205818713, 101.590576171875 3.21730205818713, 101.590576171875 3.2118175373634, 101.585083007812 3.2118175373634, 101.585083007812 3.21730205818713))",0,br730dc4071.1,0
1322320220331322,162132,67434,6,157,46,"POLYGON ((101.57958984375 3.2118175373634, 101.585083007812 3.2118175373634, 101.585083007812 3.20633298707913, 101.57958984375 3.20633298707913, 101.57958984375 3.2118175373634))",0,br730dc4071.1,0
1322320220331323,172438,62924,8,58,29,"POLYGON ((101.585083007812 3.2118175373634, 101.590576171875 3.2118175373634, 101.590576171875 3.20633298707913, 101.585083007812 3.20633298707913, 101.585083007812 3.2118175373634))",0,br730dc4071.1,0
1322320220331330,191018,66195,7,162,33,"POLYGON ((101.590576171875 3.21730205818713, 101.596069335938 3.21730205818713, 101.596069335938 3.2118175373634, 101.590576171875 3.2118175373634, 101.590576171875 3.21730205818713))",0,br730dc4071.1,0
1322320220331331,53451,39909,6,4,2,"POLYGON ((101.596069335938 3.21730205818713, 101.6015625 3.21730205818713, 101.6015625 3.2118175373634, 101.596069335938 3.2118175373634, 101.596069335938 3.21730205818713))",0,br730dc4071.1,0
1322320220331332,188834,67084,7,150,47,"POLYGON ((101.590576171875 3.2118175373634, 101.596069335938 3.2118175373634, 101.596069335938 3.20633298707913, 101.590576171875 3.20633298707913, 101.590576171875 3.2118175373634))",0,br730dc4071.1,0
1322320220331333,126273,46988,6,71,25,"POLYGON ((101.596069335938 3.2118175373634, 101.6015625 3.2118175373634, 101.6015625 3.20633298707913, 101.596069335938 3.20633298707913, 101.596069335938 3.2118175373634))",0,br730dc4071.1,0
1322320220332000,105094,52448,5,25,11,"POLYGON ((101.513671875 3.20633298707913, 101.519165039062 3.20633298707913, 101.519165039062 3.20084840738444, 101.513671875 3.20084840738444, 101.513671875 3.20633298707913))",0,br730dc4071.1,0
1322320220332001,131338,50450,6,62,17,"POLYGON ((101.519165039062 3.20633298707913, 101.524658203125 3.20633298707913, 101.524658203125 3.20084840738444, 101.519165039062 3.20084840738444, 101.519165039062 3.20633298707913))",0,br730dc4071.1,0
1322320220332002,141712,48164,5,29,15,"POLYGON ((101.513671875 3.20084840738444, 101.519165039062 3.20084840738444, 101.519165039062 3.1953637983294, 101.513671875 3.1953637983294, 101.513671875 3.20084840738444))",0,br730dc4071.1,0
1322320220332003,103949,40451,5,107,14,"POLYGON ((101.519165039062 3.20084840738444, 101.524658203125 3.20084840738444, 101.524658203125 3.1953637983294, 101.519165039062 3.1953637983294, 101.519165039062 3.20084840738444))",0,br730dc4071.1,0
1322320220332010,31478,10906,5,1,1,"POLYGON ((101.524658203125 3.20633298707913, 101.530151367188 3.20633298707913, 101.530151367188 3.20084840738444, 101.524658203125 3.20084840738444, 101.524658203125 3.20633298707913))",0,br730dc4071.1,0
1322320220332012,72235,30179,5,24,14,"POLYGON ((101.524658203125 3.20084840738444, 101.530151367188 3.20084840738444, 101.530151367188 3.1953637983294, 101.524658203125 3.1953637983294, 101.524658203125 3.20084840738444))",0,br730dc4071.1,0
1322320220332013,44433,25732,5,16,7,"POLYGON ((101.530151367188 3.20084840738444, 101.53564453125 3.20084840738444, 101.53564453125 3.1953637983294, 101.530151367188 3.1953637983294, 101.530151367188 3.20084840738444))",0,br730dc4071.1,0
1322320220332020,211791,77416,5,217,44,"POLYGON ((101.513671875 3.1953637983294, 101.519165039062 3.1953637983294, 101.519165039062 3.18987915996414, 101.513671875 3.18987915996414, 101.513671875 3.1953637983294))",0,br730dc4071.1,0
1322320220332021,84209,36435,5,15,11,"POLYGON ((101.519165039062 3.1953637983294, 101.524658203125 3.1953637983294, 101.524658203125 3.18987915996414, 101.519165039062 3.18987915996414, 101.519165039062 3.1953637983294))",0,br730dc4071.1,0
1322320220332022,150077,52532,7,112,20,"POLYGON ((101.513671875 3.18987915996414, 101.519165039062 3.18987915996414, 101.519165039062 3.18439449233874, 101.513671875 3.18439449233874, 101.513671875 3.18987915996414))",0,br730dc4071.1,0
1322320220332023,193071,62459,5,163,34,"POLYGON ((101.519165039062 3.18987915996414, 101.524658203125 3.18987915996414, 101.524658203125 3.18439449233874, 101.519165039062 3.18439449233874, 101.519165039062 3.18987915996414))",0,br730dc4071.1,0
1322320220332030,86073,37920,6,50,16,"POLYGON ((101.524658203125 3.1953637983294, 101.530151367188 3.1953637983294, 101.530151367188 3.18987915996414, 101.524658203125 3.18987915996414, 101.524658203125 3.1953637983294))",0,br730dc4071.1,0
1322320220332031,135381,44706,5,81,11,"POLYGON ((101.530151367188 3.1953637983294, 101.53564453125 3.1953637983294, 101.53564453125 3.18987915996414, 101.530151367188 3.18987915996414, 101.530151367188 3.1953637983294))",0,br730dc4071.1,0
