quadkey,avg_d_kbps,avg_u_kbps,avg_lat_ms,tests,devices,geometry,index_right,id,fid
1322320223122330,125871,54495,8,180,73,"POLYGON ((101.810302734375 2.99789874110306, 101.815795898438 2.99789874110306, 101.815795898438 2.99241308094678, 101.810302734375 2.99241308094678, 101.810302734375 2.99789874110306))",0,br730dc4071.1,0
1322320223122331,131542,56457,6,153,54,"POLYGON ((101.815795898438 2.99789874110306, 101.8212890625 2.99789874110306, 101.8212890625 2.99241308094678, 101.815795898438 2.99241308094678, 101.815795898438 2.99789874110306))",0,br730dc4071.1,0
1322320223122332,125338,46495,7,191,42,"POLYGON ((101.810302734375 2.99241308094678, 101.815795898438 2.99241308094678, 101.815795898438 2.98692739333487, 101.810302734375 2.98692739333487, 101.810302734375 2.99241308094678))",0,br730dc4071.1,0
1322320223122333,133451,48538,6,201,65,"POLYGON ((101.815795898438 2.99241308094678, 101.8212890625 2.99241308094678, 101.8212890625 2.98692739333487, 101.815795898438 2.98692739333487, 101.815795898438 2.99241308094678))",0,br730dc4071.1,0
1322320223123113,74641,56650,8,1,1,"POLYGON ((101.859741210938 3.02532662829492, 101.865234375 3.02532662829492, 101.865234375 3.01984110616897, 101.859741210938 3.01984110616897, 101.859741210938 3.02532662829492))",0,br730dc4071.1,0
1322320223123200,139431,55373,8,92,41,"POLYGON ((101.8212890625 3.00886997884815, 101.826782226562 3.00886997884815, 101.826782226562 3.00338437375357, 101.8212890625 3.00338437375357, 101.8212890625 3.00886997884815))",0,br730dc4071.1,0
1322320223123201,103122,34345,6,6,4,"POLYGON ((101.826782226562 3.00886997884815, 101.832275390625 3.00886997884815, 101.832275390625 3.00338437375357, 101.826782226562 3.00338437375357, 101.826782226562 3.00886997884815))",0,br730dc4071.1,0
1322320223123202,112955,46758,7,197,49,"POLYGON ((101.8212890625 3.00338437375357, 101.826782226562 3.00338437375357, 101.826782226562 2.99789874110306, 101.8212890625 2.99789874110306, 101.8212890625 3.00338437375357))",0,br730dc4071.1,0
1322320223123203,139120,54779,7,55,16,"POLYGON ((101.826782226562 3.00338437375357, 101.832275390625 3.00338437375357, 101.832275390625 2.99789874110306, 101.826782226562 2.99789874110306, 101.826782226562 3.00338437375357))",0,br730dc4071.1,0
1322320223123220,89995,70143,6,4,2,"POLYGON ((101.8212890625 2.99789874110306, 101.826782226562 2.99789874110306, 101.826782226562 2.99241308094678, 101.8212890625 2.99241308094678, 101.8212890625 2.99789874110306))",0,br730dc4071.1,0
1322320223123222,160492,52244,6,48,9,"POLYGON ((101.8212890625 2.99241308094678, 101.826782226562 2.99241308094678, 101.826782226562 2.98692739333487, 101.8212890625 2.98692739333487, 101.8212890625 2.99241308094678))",0,br730dc4071.1,0
1322320223123232,32580,24311,6,39,3,"POLYGON ((101.832275390625 2.99241308094678, 101.837768554688 2.99241308094678, 101.837768554688 2.98692739333487, 101.832275390625 2.98692739333487, 101.832275390625 2.99241308094678))",0,br730dc4071.1,0
1322320223123333,134902,48219,6,9,6,"POLYGON ((101.859741210938 2.99241308094678, 101.865234375 2.99241308094678, 101.865234375 2.98692739333487, 101.859741210938 2.98692739333487, 101.859741210938 2.99241308094678))",0,br730dc4071.1,0
1322320223132000,9282,4978,10,2,2,"POLYGON ((101.865234375 3.03081212266438, 101.870727539062 3.03081212266438, 101.870727539062 3.02532662829492, 101.865234375 3.02532662829492, 101.865234375 3.03081212266438))",0,br730dc4071.1,0
1322320223132200,73090,44043,4,36,3,"POLYGON ((101.865234375 3.00886997884815, 101.870727539062 3.00886997884815, 101.870727539062 3.00338437375357, 101.865234375 3.00338437375357, 101.865234375 3.00886997884815))",0,br730dc4071.1,0
1322320223132201,170221,58543,6,27,3,"POLYGON ((101.870727539062 3.00886997884815, 101.876220703125 3.00886997884815, 101.876220703125 3.00338437375357, 101.870727539062 3.00338437375357, 101.870727539062 3.00886997884815))",0,br730dc4071.1,0
1322320223132203,105102,25267,9,27,6,"POLYGON ((101.870727539062 3.00338437375357, 101.876220703125 3.00338437375357, 101.876220703125 2.99789874110306, 101.870727539062 2.99789874110306, 101.870727539062 3.00338437375357))",0,br730dc4071.1,0
1322320223132210,163542,107429,5,2,1,"POLYGON ((101.876220703125 3.00886997884815, 101.881713867188 3.00886997884815, 101.881713867188 3.00338437375357, 101.876220703125 3.00338437375357, 101.876220703125 3.00886997884815))",0,br730dc4071.1,0
1322320223132212,107574,76726,5,6,2,"POLYGON ((101.876220703125 3.00338437375357, 101.881713867188 3.00338437375357, 101.881713867188 2.99789874110306, 101.876220703125 2.99789874110306, 101.876220703125 3.00338437375357))",0,br730dc4071.1,0
1322320223132221,79514,31141,6,7,4,"POLYGON ((101.870727539062 2.99789874110306, 101.876220703125 2.99789874110306, 101.876220703125 2.99241308094678, 101.870727539062 2.99241308094678, 101.870727539062 2.99789874110306))",0,br730dc4071.1,0
1322320223132222,110090,57686,5,12,8,"POLYGON ((101.865234375 2.99241308094678, 101.870727539062 2.99241308094678, 101.870727539062 2.98692739333487, 101.865234375 2.98692739333487, 101.865234375 2.99241308094678))",0,br730dc4071.1,0
1322320223132223,118472,49104,6,34,13,"POLYGON ((101.870727539062 2.99241308094678, 101.876220703125 2.99241308094678, 101.876220703125 2.98692739333487, 101.870727539062 2.98692739333487, 101.870727539062 2.99241308094678))",0,br730dc4071.1,0
1322320223200000,125412,78237,7,413,138,"POLYGON ((101.6015625 2.98692739333487, 101.607055664062 2.98692739333487, 101.607055664062 2.98144167831748, 101.6015625 2.98144167831748, 101.6015625 2.98692739333487))",0,br730dc4071.1,0
1322320223200001,128224,65737,6,237,89,"POLYGON ((101.607055664062 2.98692739333487, 101.612548828125 2.98692739333487, 101.612548828125 2.98144167831748, 101.607055664062 2.98144167831748, 101.607055664062 2.98692739333487))",0,br730dc4071.1,0
1322320223200002,154265,70237,6,281,84,"POLYGON ((101.6015625 2.98144167831748, 101.607055664062 2.98144167831748, 101.607055664062 2.97595593594476, 101.6015625 2.97595593594476, 101.6015625 2.98144167831748))",0,br730dc4071.1,0
1322320223200003,132949,60871,6,210,65,"POLYGON ((101.607055664062 2.98144167831748, 101.612548828125 2.98144167831748, 101.612548828125 2.97595593594476, 101.607055664062 2.97595593594476, 101.607055664062 2.98144167831748))",0,br730dc4071.1,0
1322320223200010,98479,44524,7,163,64,"POLYGON ((101.612548828125 2.98692739333487, 101.618041992188 2.98692739333487, 101.618041992188 2.98144167831748, 101.612548828125 2.98144167831748, 101.612548828125 2.98692739333487))",0,br730dc4071.1,0
1322320223200011,149314,74875,5,276,85,"POLYGON ((101.618041992188 2.98692739333487, 101.62353515625 2.98692739333487, 101.62353515625 2.98144167831748, 101.618041992188 2.98144167831748, 101.618041992188 2.98692739333487))",0,br730dc4071.1,0
1322320223200012,142178,56167,6,12,9,"POLYGON ((101.612548828125 2.98144167831748, 101.618041992188 2.98144167831748, 101.618041992188 2.97595593594476, 101.612548828125 2.97595593594476, 101.612548828125 2.98144167831748))",0,br730dc4071.1,0
1322320223200013,313204,105733,5,4,2,"POLYGON ((101.618041992188 2.98144167831748, 101.62353515625 2.98144167831748, 101.62353515625 2.97595593594476, 101.618041992188 2.97595593594476, 101.618041992188 2.98144167831748))",0,br730dc4071.1,0
1322320223200020,161844,66283,6,196,55,"POLYGON ((101.6015625 2.97595593594476, 101.607055664062 2.97595593594476, 101.607055664062 2.97047016626687, 101.6015625 2.97047016626687, 101.6015625 2.97595593594476))",0,br730dc4071.1,0
1322320223200021,154663,76990,5,113,42,"POLYGON ((101.607055664062 2.97595593594476, 101.612548828125 2.97595593594476, 101.612548828125 2.97047016626687, 101.607055664062 2.97047016626687, 101.607055664062 2.97595593594476))",0,br730dc4071.1,0
1322320223200023,149073,64215,5,180,57,"POLYGON ((101.607055664062 2.97047016626687, 101.612548828125 2.97047016626687, 101.612548828125 2.96498436933396, 101.607055664062 2.96498436933396, 101.607055664062 2.97047016626687))",0,br730dc4071.1,0
1322320223200031,137851,50706,7,93,31,"POLYGON ((101.618041992188 2.97595593594476, 101.62353515625 2.97595593594476, 101.62353515625 2.97047016626687, 101.618041992188 2.97047016626687, 101.618041992188 2.97595593594476))",0,br730dc4071.1,0
1322320223200032,152632,69840,5,145,50,"POLYGON ((101.612548828125 2.97047016626687, 101.618041992188 2.97047016626687, 101.618041992188 2.96498436933396, 101.612548828125 2.96498436933396, 101.612548828125 2.97047016626687))",0,br730dc4071.1,0
1322320223200033,110648,53238,6,125,47,"POLYGON ((101.618041992188 2.97047016626687, 101.62353515625 2.97047016626687, 101.62353515625 2.96498436933396, 101.618041992188 2.96498436933396, 101.618041992188 2.97047016626687))",0,br730dc4071.1,0
1322320223200100,164877,55107,9,25,16,"POLYGON ((101.62353515625 2.98692739333487, 101.629028320312 2.98692739333487, 101.629028320312 2.98144167831748, 101.62353515625 2.98144167831748, 101.62353515625 2.98692739333487))",0,br730dc4071.1,0
1322320223200101,117162,62995,6,119,26,"POLYGON ((101.629028320312 2.98692739333487, 101.634521484375 2.98692739333487, 101.634521484375 2.98144167831748, 101.629028320312 2.98144167831748, 101.629028320312 2.98692739333487))",0,br730dc4071.1,0
1322320223200102,120322,46635,7,262,83,"POLYGON ((101.62353515625 2.98144167831748, 101.629028320312 2.98144167831748, 101.629028320312 2.97595593594476, 101.62353515625 2.97595593594476, 101.62353515625 2.98144167831748))",0,br730dc4071.1,0
1322320223200103,138221,66992,7,52,20,"POLYGON ((101.629028320312 2.98144167831748, 101.634521484375 2.98144167831748, 101.634521484375 2.97595593594476, 101.629028320312 2.97595593594476, 101.629028320312 2.98144167831748))",0,br730dc4071.1,0
1322320223200110,26389,17569,8,4,3,"POLYGON ((101.634521484375 2.98692739333487, 101.640014648438 2.98692739333487, 101.640014648438 2.98144167831748, 101.634521484375 2.98144167831748, 101.634521484375 2.98692739333487))",0,br730dc4071.1,0
1322320223200111,117210,43349,5,55,21,"POLYGON ((101.640014648438 2.98692739333487, 101.6455078125 2.98692739333487, 101.6455078125 2.98144167831748, 101.640014648438 2.98144167831748, 101.640014648438 2.98692739333487))",0,br730dc4071.1,0
1322320223200112,54867,33346,9,5,4,"POLYGON ((101.634521484375 2.98144167831748, 101.640014648438 2.98144167831748, 101.640014648438 2.97595593594476, 101.634521484375 2.97595593594476, 101.634521484375 2.98144167831748))",0,br730dc4071.1,0
1322320223200113,130558,51761,6,38,16,"POLYGON ((101.640014648438 2.98144167831748, 101.6455078125 2.98144167831748, 101.6455078125 2.97595593594476, 101.640014648438 2.97595593594476, 101.640014648438 2.98144167831748))",0,br730dc4071.1,0
1322320223200120,94427,39410,5,111,31,"POLYGON ((101.62353515625 2.97595593594476, 101.629028320312 2.97595593594476, 101.629028320312 2.97047016626687, 101.62353515625 2.97047016626687, 101.62353515625 2.97595593594476))",0,br730dc4071.1,0
1322320223200121,29457,29428,5,26,1,"POLYGON ((101.629028320312 2.97595593594476, 101.634521484375 2.97595593594476, 101.634521484375 2.97047016626687, 101.629028320312 2.97047016626687, 101.629028320312 2.97595593594476))",0,br730dc4071.1,0
1322320223200122,168265,53932,5,20,10,"POLYGON ((101.62353515625 2.97047016626687, 101.629028320312 2.97047016626687, 101.629028320312 2.96498436933396, 101.62353515625 2.96498436933396, 101.62353515625 2.97047016626687))",0,br730dc4071.1,0
1322320223200123,99223,56672,6,49,21,"POLYGON ((101.629028320312 2.97047016626687, 101.634521484375 2.97047016626687, 101.634521484375 2.96498436933396, 101.629028320312 2.96498436933396, 101.629028320312 2.97047016626687))",0,br730dc4071.1,0
1322320223200130,153250,65507,7,317,56,"POLYGON ((101.634521484375 2.97595593594476, 101.640014648438 2.97595593594476, 101.640014648438 2.97047016626687, 101.634521484375 2.97047016626687, 101.634521484375 2.97595593594476))",0,br730dc4071.1,0
1322320223200131,77877,49090,5,11,1,"POLYGON ((101.640014648438 2.97595593594476, 101.6455078125 2.97595593594476, 101.6455078125 2.97047016626687, 101.640014648438 2.97047016626687, 101.640014648438 2.97595593594476))",0,br730dc4071.1,0
1322320223200132,99576,58165,5,50,11,"POLYGON ((101.634521484375 2.97047016626687, 101.640014648438 2.97047016626687, 101.640014648438 2.96498436933396, 101.634521484375 2.96498436933396, 101.634521484375 2.97047016626687))",0,br730dc4071.1,0
1322320223200133,81474,35062,6,105,28,"POLYGON ((101.640014648438 2.97047016626687, 101.6455078125 2.97047016626687, 101.6455078125 2.96498436933396, 101.640014648438 2.96498436933396, 101.640014648438 2.97047016626687))",0,br730dc4071.1,0
1322320223200200,147179,60420,5,95,29,"POLYGON ((101.6015625 2.96498436933396, 101.607055664062 2.96498436933396, 101.607055664062 2.95949854519616, 101.6015625 2.95949854519616, 101.6015625 2.96498436933396))",0,br730dc4071.1,0
1322320223200201,84542,45018,6,7,5,"POLYGON ((101.607055664062 2.96498436933396, 101.612548828125 2.96498436933396, 101.612548828125 2.95949854519616, 101.607055664062 2.95949854519616, 101.607055664062 2.96498436933396))",0,br730dc4071.1,0
1322320223200202,169063,63049,5,89,22,"POLYGON ((101.6015625 2.95949854519616, 101.607055664062 2.95949854519616, 101.607055664062 2.95401269390366, 101.6015625 2.95401269390366, 101.6015625 2.95949854519616))",0,br730dc4071.1,0
1322320223200203,142,75757,6,2,1,"POLYGON ((101.607055664062 2.95949854519616, 101.612548828125 2.95949854519616, 101.612548828125 2.95401269390366, 101.607055664062 2.95401269390366, 101.607055664062 2.95949854519616))",0,br730dc4071.1,0
1322320223200210,112422,48664,5,53,25,"POLYGON ((101.612548828125 2.96498436933396, 101.618041992188 2.96498436933396, 101.618041992188 2.95949854519616, 101.612548828125 2.95949854519616, 101.612548828125 2.96498436933396))",0,br730dc4071.1,0
1322320223200211,105570,39640,5,177,16,"POLYGON ((101.618041992188 2.96498436933396, 101.62353515625 2.96498436933396, 101.62353515625 2.95949854519616, 101.618041992188 2.95949854519616, 101.618041992188 2.96498436933396))",0,br730dc4071.1,0
1322320223200212,109491,49544,5,14,10,"POLYGON ((101.612548828125 2.95949854519616, 101.618041992188 2.95949854519616, 101.618041992188 2.95401269390366, 101.612548828125 2.95401269390366, 101.612548828125 2.95949854519616))",0,br730dc4071.1,0
1322320223200220,102999,42840,4,19,8,"POLYGON ((101.6015625 2.95401269390366, 101.607055664062 2.95401269390366, 101.607055664062 2.9485268155066, 101.6015625 2.9485268155066, 101.6015625 2.95401269390366))",0,br730dc4071.1,0
1322320223200222,143388,70377,5,174,48,"POLYGON ((101.6015625 2.9485268155066, 101.607055664062 2.9485268155066, 101.607055664062 2.94304091005513, 101.6015625 2.94304091005513, 101.6015625 2.9485268155066))",0,br730dc4071.1,0
1322320223200223,147739,56470,7,19,13,"POLYGON ((101.607055664062 2.9485268155066, 101.612548828125 2.9485268155066, 101.612548828125 2.94304091005513, 101.607055664062 2.94304091005513, 101.607055664062 2.9485268155066))",0,br730dc4071.1,0
1322320223200230,183577,50334,6,34,22,"POLYGON ((101.612548828125 2.95401269390366, 101.618041992188 2.95401269390366, 101.618041992188 2.9485268155066, 101.612548828125 2.9485268155066, 101.612548828125 2.95401269390366))",0,br730dc4071.1,0
1322320223200231,151090,49471,6,59,26,"POLYGON ((101.618041992188 2.95401269390366, 101.62353515625 2.95401269390366, 101.62353515625 2.9485268155066, 101.618041992188 2.9485268155066, 101.618041992188 2.95401269390366))",0,br730dc4071.1,0
1322320223200232,127958,52420,5,201,74,"POLYGON ((101.612548828125 2.9485268155066, 101.618041992188 2.9485268155066, 101.618041992188 2.94304091005513, 101.612548828125 2.94304091005513, 101.612548828125 2.9485268155066))",0,br730dc4071.1,0
1322320223200233,115267,46572,6,101,64,"POLYGON ((101.618041992188 2.9485268155066, 101.62353515625 2.9485268155066, 101.62353515625 2.94304091005513, 101.618041992188 2.94304091005513, 101.618041992188 2.9485268155066))",0,br730dc4071.1,0
1322320223200300,216585,83139,5,35,11,"POLYGON ((101.62353515625 2.96498436933396, 101.629028320312 2.96498436933396, 101.629028320312 2.95949854519616, 101.62353515625 2.95949854519616, 101.62353515625 2.96498436933396))",0,br730dc4071.1,0
1322320223200301,142502,38870,7,16,5,"POLYGON ((101.629028320312 2.96498436933396, 101.634521484375 2.96498436933396, 101.634521484375 2.95949854519616, 101.629028320312 2.95949854519616, 101.629028320312 2.96498436933396))",0,br730dc4071.1,0
1322320223200302,148032,51979,4,4,3,"POLYGON ((101.62353515625 2.95949854519616, 101.629028320312 2.95949854519616, 101.629028320312 2.95401269390366, 101.62353515625 2.95401269390366, 101.62353515625 2.95949854519616))",0,br730dc4071.1,0
1322320223200303,23703,2163,25,10,3,"POLYGON ((101.629028320312 2.95949854519616, 101.634521484375 2.95949854519616, 101.634521484375 2.95401269390366, 101.629028320312 2.95401269390366, 101.629028320312 2.95949854519616))",0,br730dc4071.1,0
1322320223200310,85001,32677,5,9,6,"POLYGON ((101.634521484375 2.96498436933396, 101.640014648438 2.96498436933396, 101.640014648438 2.95949854519616, 101.634521484375 2.95949854519616, 101.634521484375 2.96498436933396))",0,br730dc4071.1,0
1322320223200311,72265,52456,6,11,8,"POLYGON ((101.640014648438 2.96498436933396, 101.6455078125 2.96498436933396, 101.6455078125 2.95949854519616, 101.640014648438 2.95949854519616, 101.640014648438 2.96498436933396))",0,br730dc4071.1,0
1322320223200313,55868,38802,5,4,2,"POLYGON ((101.640014648438 2.95949854519616, 101.6455078125 2.95949854519616, 101.6455078125 2.95401269390366, 101.640014648438 2.95401269390366, 101.640014648438 2.95949854519616))",0,br730dc4071.1,0
1322320223200322,49971,11884,8,5,1,"POLYGON ((101.62353515625 2.9485268155066, 101.629028320312 2.9485268155066, 101.629028320312 2.94304091005513, 101.62353515625 2.94304091005513, 101.62353515625 2.9485268155066))",0,br730dc4071.1,0
1322320223200323,117616,132116,8,18,13,"POLYGON ((101.629028320312 2.9485268155066, 101.634521484375 2.9485268155066, 101.634521484375 2.94304091005513, 101.629028320312 2.94304091005513, 101.629028320312 2.9485268155066))",0,br730dc4071.1,0
1322320223201000,61486,33509,5,14,9,"POLYGON ((101.6455078125 2.98692739333487, 101.651000976562 2.98692739333487, 101.651000976562 2.98144167831748, 101.6455078125 2.98144167831748, 101.6455078125 2.98692739333487))",0,br730dc4071.1,0
1322320223201001,140182,75519,8,14,9,"POLYGON ((101.651000976562 2.98692739333487, 101.656494140625 2.98692739333487, 101.656494140625 2.98144167831748, 101.651000976562 2.98144167831748, 101.651000976562 2.98692739333487))",0,br730dc4071.1,0
1322320223201002,173178,57063,6,72,26,"POLYGON ((101.6455078125 2.98144167831748, 101.651000976562 2.98144167831748, 101.651000976562 2.97595593594476, 101.6455078125 2.97595593594476, 101.6455078125 2.98144167831748))",0,br730dc4071.1,0
1322320223201003,146403,53543,7,228,74,"POLYGON ((101.651000976562 2.98144167831748, 101.656494140625 2.98144167831748, 101.656494140625 2.97595593594476, 101.651000976562 2.97595593594476, 101.651000976562 2.98144167831748))",0,br730dc4071.1,0
1322320223201010,88228,43020,18,119,30,"POLYGON ((101.656494140625 2.98692739333487, 101.661987304688 2.98692739333487, 101.661987304688 2.98144167831748, 101.656494140625 2.98144167831748, 101.656494140625 2.98692739333487))",0,br730dc4071.1,0
1322320223201011,125896,70691,9,326,150,"POLYGON ((101.661987304688 2.98692739333487, 101.66748046875 2.98692739333487, 101.66748046875 2.98144167831748, 101.661987304688 2.98144167831748, 101.661987304688 2.98692739333487))",0,br730dc4071.1,0
1322320223201012,115579,44360,16,103,39,"POLYGON ((101.656494140625 2.98144167831748, 101.661987304688 2.98144167831748, 101.661987304688 2.97595593594476, 101.656494140625 2.97595593594476, 101.656494140625 2.98144167831748))",0,br730dc4071.1,0
1322320223201013,121722,62750,6,237,70,"POLYGON ((101.661987304688 2.98144167831748, 101.66748046875 2.98144167831748, 101.66748046875 2.97595593594476, 101.661987304688 2.97595593594476, 101.661987304688 2.98144167831748))",0,br730dc4071.1,0
1322320223201020,190557,73457,7,175,59,"POLYGON ((101.6455078125 2.97595593594476, 101.651000976562 2.97595593594476, 101.651000976562 2.97047016626687, 101.6455078125 2.97047016626687, 101.6455078125 2.97595593594476))",0,br730dc4071.1,0
1322320223201021,148221,55539,13,431,110,"POLYGON ((101.651000976562 2.97595593594476, 101.656494140625 2.97595593594476, 101.656494140625 2.97047016626687, 101.651000976562 2.97047016626687, 101.651000976562 2.97595593594476))",0,br730dc4071.1,0
1322320223201022,117099,64462,7,78,19,"POLYGON ((101.6455078125 2.97047016626687, 101.651000976562 2.97047016626687, 101.651000976562 2.96498436933396, 101.6455078125 2.96498436933396, 101.6455078125 2.97047016626687))",0,br730dc4071.1,0
1322320223201023,204664,69322,6,45,12,"POLYGON ((101.651000976562 2.97047016626687, 101.656494140625 2.97047016626687, 101.656494140625 2.96498436933396, 101.651000976562 2.96498436933396, 101.651000976562 2.97047016626687))",0,br730dc4071.1,0
1322320223201030,119948,58377,8,264,58,"POLYGON ((101.656494140625 2.97595593594476, 101.661987304688 2.97595593594476, 101.661987304688 2.97047016626687, 101.656494140625 2.97047016626687, 101.656494140625 2.97595593594476))",0,br730dc4071.1,0
1322320223201032,107743,54006,7,249,42,"POLYGON ((101.656494140625 2.97047016626687, 101.661987304688 2.97047016626687, 101.661987304688 2.96498436933396, 101.656494140625 2.96498436933396, 101.656494140625 2.97047016626687))",0,br730dc4071.1,0
1322320223201033,85005,37770,15,69,32,"POLYGON ((101.661987304688 2.97047016626687, 101.66748046875 2.97047016626687, 101.66748046875 2.96498436933396, 101.661987304688 2.96498436933396, 101.661987304688 2.97047016626687))",0,br730dc4071.1,0
1322320223201100,146554,74245,12,148,63,"POLYGON ((101.66748046875 2.98692739333487, 101.672973632812 2.98692739333487, 101.672973632812 2.98144167831748, 101.66748046875 2.98144167831748, 101.66748046875 2.98692739333487))",0,br730dc4071.1,0
1322320223201101,133877,54612,9,335,95,"POLYGON ((101.672973632812 2.98692739333487, 101.678466796875 2.98692739333487, 101.678466796875 2.98144167831748, 101.672973632812 2.98144167831748, 101.672973632812 2.98692739333487))",0,br730dc4071.1,0
1322320223201102,163717,75833,8,272,90,"POLYGON ((101.66748046875 2.98144167831748, 101.672973632812 2.98144167831748, 101.672973632812 2.97595593594476, 101.66748046875 2.97595593594476, 101.66748046875 2.98144167831748))",0,br730dc4071.1,0
1322320223201103,182218,63558,6,139,39,"POLYGON ((101.672973632812 2.98144167831748, 101.678466796875 2.98144167831748, 101.678466796875 2.97595593594476, 101.672973632812 2.97595593594476, 101.672973632812 2.98144167831748))",0,br730dc4071.1,0
1322320223201110,146491,56213,6,99,34,"POLYGON ((101.678466796875 2.98692739333487, 101.683959960938 2.98692739333487, 101.683959960938 2.98144167831748, 101.678466796875 2.98144167831748, 101.678466796875 2.98692739333487))",0,br730dc4071.1,0
1322320223201112,150048,66563,11,20,9,"POLYGON ((101.678466796875 2.98144167831748, 101.683959960938 2.98144167831748, 101.683959960938 2.97595593594476, 101.678466796875 2.97595593594476, 101.678466796875 2.98144167831748))",0,br730dc4071.1,0
1322320223201113,40683,42229,29,2,1,"POLYGON ((101.683959960938 2.98144167831748, 101.689453125 2.98144167831748, 101.689453125 2.97595593594476, 101.683959960938 2.97595593594476, 101.683959960938 2.98144167831748))",0,br730dc4071.1,0
1322320223201120,26680,28488,6,2,2,"POLYGON ((101.66748046875 2.97595593594476, 101.672973632812 2.97595593594476, 101.672973632812 2.97047016626687, 101.66748046875 2.97047016626687, 101.66748046875 2.97595593594476))",0,br730dc4071.1,0
1322320223201121,92549,37219,6,78,16,"POLYGON ((101.672973632812 2.97595593594476, 101.678466796875 2.97595593594476, 101.678466796875 2.97047016626687, 101.672973632812 2.97047016626687, 101.672973632812 2.97595593594476))",0,br730dc4071.1,0
1322320223201122,140309,51616,12,165,66,"POLYGON ((101.66748046875 2.97047016626687, 101.672973632812 2.97047016626687, 101.672973632812 2.96498436933396, 101.66748046875 2.96498436933396, 101.66748046875 2.97047016626687))",0,br730dc4071.1,0
1322320223201123,138152,49190,6,71,29,"POLYGON ((101.672973632812 2.97047016626687, 101.678466796875 2.97047016626687, 101.678466796875 2.96498436933396, 101.672973632812 2.96498436933396, 101.672973632812 2.97047016626687))",0,br730dc4071.1,0
1322320223201130,151305,61111,6,78,21,"POLYGON ((101.678466796875 2.97595593594476, 101.683959960938 2.97595593594476, 101.683959960938 2.97047016626687, 101.678466796875 2.97047016626687, 101.678466796875 2.97595593594476))",0,br730dc4071.1,0
1322320223201131,25824,56488,18,6,1,"POLYGON ((101.683959960938 2.97595593594476, 101.689453125 2.97595593594476, 101.689453125 2.97047016626687, 101.683959960938 2.97047016626687, 101.683959960938 2.97595593594476))",0,br730dc4071.1,0
1322320223201201,91740,27893,15,4,3,"POLYGON ((101.651000976562 2.96498436933396, 101.656494140625 2.96498436933396, 101.656494140625 2.95949854519616, 101.651000976562 2.95949854519616, 101.651000976562 2.96498436933396))",0,br730dc4071.1,0
1322320223201202,71825,24578,6,12,7,"POLYGON ((101.6455078125 2.95949854519616, 101.651000976562 2.95949854519616, 101.651000976562 2.95401269390366, 101.6455078125 2.95401269390366, 101.6455078125 2.95949854519616))",0,br730dc4071.1,0
1322320223201203,61387,70178,7,4,1,"POLYGON ((101.651000976562 2.95949854519616, 101.656494140625 2.95949854519616, 101.656494140625 2.95401269390366, 101.651000976562 2.95401269390366, 101.651000976562 2.95949854519616))",0,br730dc4071.1,0
1322320223201210,117151,47343,5,28,14,"POLYGON ((101.656494140625 2.96498436933396, 101.661987304688 2.96498436933396, 101.661987304688 2.95949854519616, 101.656494140625 2.95949854519616, 101.656494140625 2.96498436933396))",0,br730dc4071.1,0
1322320223201211,62240,31051,8,99,54,"POLYGON ((101.661987304688 2.96498436933396, 101.66748046875 2.96498436933396, 101.66748046875 2.95949854519616, 101.661987304688 2.95949854519616, 101.661987304688 2.96498436933396))",0,br730dc4071.1,0
1322320223201213,123459,72857,6,19,5,"POLYGON ((101.661987304688 2.95949854519616, 101.66748046875 2.95949854519616, 101.66748046875 2.95401269390366, 101.661987304688 2.95401269390366, 101.661987304688 2.95949854519616))",0,br730dc4071.1,0
1322320223201220,77345,57359,7,2,2,"POLYGON ((101.6455078125 2.95401269390366, 101.651000976562 2.95401269390366, 101.651000976562 2.9485268155066, 101.6455078125 2.9485268155066, 101.6455078125 2.95401269390366))",0,br730dc4071.1,0
1322320223201221,149349,134985,4,41,14,"POLYGON ((101.651000976562 2.95401269390366, 101.656494140625 2.95401269390366, 101.656494140625 2.9485268155066, 101.651000976562 2.9485268155066, 101.651000976562 2.95401269390366))",0,br730dc4071.1,0
1322320223201222,59893,66068,4,1,1,"POLYGON ((101.6455078125 2.9485268155066, 101.651000976562 2.9485268155066, 101.651000976562 2.94304091005513, 101.6455078125 2.94304091005513, 101.6455078125 2.9485268155066))",0,br730dc4071.1,0
1322320223201223,161269,136262,6,57,27,"POLYGON ((101.651000976562 2.9485268155066, 101.656494140625 2.9485268155066, 101.656494140625 2.94304091005513, 101.651000976562 2.94304091005513, 101.651000976562 2.9485268155066))",0,br730dc4071.1,0
1322320223201230,12571,19007,7,1,1,"POLYGON ((101.656494140625 2.95401269390366, 101.661987304688 2.95401269390366, 101.661987304688 2.9485268155066, 101.656494140625 2.9485268155066, 101.656494140625 2.95401269390366))",0,br730dc4071.1,0
1322320223201231,165116,134614,4,118,64,"POLYGON ((101.661987304688 2.95401269390366, 101.66748046875 2.95401269390366, 101.66748046875 2.9485268155066, 101.661987304688 2.9485268155066, 101.661987304688 2.95401269390366))",0,br730dc4071.1,0
1322320223201233,164109,167183,5,107,39,"POLYGON ((101.661987304688 2.9485268155066, 101.66748046875 2.9485268155066, 101.66748046875 2.94304091005513, 101.661987304688 2.94304091005513, 101.661987304688 2.9485268155066))",0,br730dc4071.1,0
